0:14:59,94-D0-0D-4C-B8-DD,14.116.137.254,DC-71-96-9F-89-22,192.168.3.30,97
0:15:00,94-D0-0D-4C-B8-DD,14.116.137.254,DC-71-96-9F-89-22,192.168.3.30,345
0:15:00,DC-71-96-9F-89-22,192.168.3.30,94-D0-0D-4C-B8-DD,14.116.137.254,97
0:15:00,94-D0-0D-4C-B8-DD,14.116.137.254,DC-71-96-9F-89-22,192.168.3.30,129
0:15:01,94-D0-0D-4C-B8-DD,14.116.137.254,DC-71-96-9F-89-22,192.168.3.30,129
0:15:03,94-D0-0D-4C-B8-DD,14.116.137.254,DC-71-96-9F-89-22,192.168.3.30,337
0:15:03,DC-71-96-9F-89-22,192.168.3.30,94-D0-0D-4C-B8-DD,14.116.137.254,97
0:15:03,94-D0-0D-4C-B8-DD,14.116.137.254,DC-71-96-9F-89-22,192.168.3.30,129
0:15:03,94-D0-0D-4C-B8-DD,14.116.137.254,DC-71-96-9F-89-22,192.168.3.30,129
0:15:04,94-D0-0D-4C-B8-DD,14.116.137.254,DC-71-96-9F-89-22,192.168.3.30,129
0:15:08,DC-71-96-9F-89-22,192.168.3.30,FF-FF-FF-FF-FF-FF,192.168.3.255,92
0:15:08,94-D0-0D-4C-B8-DD,14.116.137.254,DC-71-96-9F-89-22,192.168.3.30,129
0:15:08,94-D0-0D-4C-B8-DD,14.116.137.254,DC-71-96-9F-89-22,192.168.3.30,353
0:15:08,DC-71-96-9F-89-22,192.168.3.30,94-D0-0D-4C-B8-DD,14.116.137.254,97
0:15:08,DC-71-96-9F-89-22,192.168.3.30,FF-FF-FF-FF-FF-FF,192.168.3.255,92
0:15:09,DC-71-96-9F-89-22,192.168.3.30,FF-FF-FF-FF-FF-FF,192.168.3.255,92
0:15:10,94-D0-0D-4C-B8-DD,14.116.137.254,DC-71-96-9F-89-22,192.168.3.30,129
0:15:10,94-D0-0D-4C-B8-DD,14.116.137.254,DC-71-96-9F-89-22,192.168.3.30,129
0:15:12,94-D0-0D-4C-B8-DD,14.116.137.254,DC-71-96-9F-89-22,192.168.3.30,129
0:15:14,DC-71-96-9F-89-22,192.168.3.30,94-D0-0D-4C-B8-DD,14.116.137.254,81
0:15:14,94-D0-0D-4C-B8-DD,14.116.137.254,DC-71-96-9F-89-22,192.168.3.30,105
0:15:14,DC-71-96-9F-89-22,192.168.3.30,94-D0-0D-4C-B8-DD,112.124.6.10,66
0:15:14,94-D0-0D-4C-B8-DD,112.124.6.10,DC-71-96-9F-89-22,192.168.3.30,66
0:15:15,94-D0-0D-4C-B8-DD,14.116.137.254,DC-71-96-9F-89-22,192.168.3.30,361
0:15:15,DC-71-96-9F-89-22,192.168.3.30,94-D0-0D-4C-B8-DD,14.116.137.254,97
0:15:16,DC-71-96-9F-89-22,192.168.3.30,94-D0-0D-4C-B8-DD,59.36.120.122,125
0:15:16,DC-71-96-9F-89-22,192.168.3.30,94-D0-0D-4C-B8-DD,14.116.137.254,81
0:15:16,94-D0-0D-4C-B8-DD,14.116.137.254,DC-71-96-9F-89-22,192.168.3.30,89
0:15:17,94-D0-0D-4C-B8-DD,14.116.137.254,DC-71-96-9F-89-22,192.168.3.30,129
0:15:17,94-D0-0D-4C-B8-DD,14.116.137.254,DC-71-96-9F-89-22,192.168.3.30,129
0:15:18,94-D0-0D-4C-B8-DD,14.116.137.254,DC-71-96-9F-89-22,192.168.3.30,129
0:15:18,94-D0-0D-4C-B8-DD,14.116.137.254,DC-71-96-9F-89-22,192.168.3.30,129
0:15:18,94-D0-0D-4C-B8-DD,14.116.137.254,DC-71-96-9F-89-22,192.168.3.30,369
0:15:18,DC-71-96-9F-89-22,192.168.3.30,94-D0-0D-4C-B8-DD,14.116.137.254,97
0:17:55,DC-71-96-9F-89-22,192.168.3.30,01-00-5E-7F-FF-FA,239.255.255.250,698
0:17:57,94-D0-0D-4C-B8-DD,14.116.137.254,DC-71-96-9F-89-22,192.168.3.30,361
0:17:57,DC-71-96-9F-89-22,192.168.3.30,94-D0-0D-4C-B8-DD,14.116.137.254,97
0:18:00,94-D0-0D-4C-B8-DD,14.116.137.254,DC-71-96-9F-89-22,192.168.3.30,129
0:18:02,94-D0-0D-4C-B8-DD,14.116.137.254,DC-71-96-9F-89-22,192.168.3.30,201
0:18:02,DC-71-96-9F-89-22,192.168.3.30,94-D0-0D-4C-B8-DD,14.116.137.254,97
0:18:06,94-D0-0D-4C-B8-DD,14.116.137.254,DC-71-96-9F-89-22,192.168.3.30,129
0:18:06,94-D0-0D-4C-B8-DD,14.116.137.254,DC-71-96-9F-89-22,192.168.3.30,129
0:18:07,94-D0-0D-4C-B8-DD,14.116.137.254,DC-71-96-9F-89-22,192.168.3.30,129
0:18:07,94-D0-0D-4C-B8-DD,14.116.137.254,DC-71-96-9F-89-22,192.168.3.30,129
0:18:14,DC-71-96-9F-89-22,192.168.3.30,94-D0-0D-4C-B8-DD,14.116.137.254,81
0:18:14,94-D0-0D-4C-B8-DD,14.116.137.254,DC-71-96-9F-89-22,192.168.3.30,153
0:18:14,DC-71-96-9F-89-22,192.168.3.30,94-D0-0D-4C-B8-DD,112.124.6.10,66
0:18:14,94-D0-0D-4C-B8-DD,112.124.6.10,DC-71-96-9F-89-22,192.168.3.30,66
0:18:14,94-D0-0D-4C-B8-DD,14.116.137.254,DC-71-96-9F-89-22,192.168.3.30,129
0:18:15,94-D0-0D-4C-B8-DD,14.116.137.254,DC-71-96-9F-89-22,192.168.3.30,129
0:18:16,DC-71-96-9F-89-22,192.168.3.30,94-D0-0D-4C-B8-DD,14.116.137.254,81
0:18:16,94-D0-0D-4C-B8-DD,14.116.137.254,DC-71-96-9F-89-22,192.168.3.30,89
0:18:22,94-D0-0D-4C-B8-DD,14.116.137.254,DC-71-96-9F-89-22,192.168.3.30,129
0:18:23,DC-71-96-9F-89-22,192.168.3.30,FF-FF-FF-FF-FF-FF,192.168.3.255,92
0:18:24,DC-71-96-9F-89-22,192.168.3.30,94-D0-0D-4C-B8-DD,192.168.3.1,83
0:18:24,94-D0-0D-4C-B8-DD,192.168.3.1,DC-71-96-9F-89-22,192.168.3.30,518
0:18:24,DC-71-96-9F-89-22,192.168.3.30,FF-FF-FF-FF-FF-FF,192.168.3.255,92
